ACQUISITIONDATE,ACRES,ADDRESS,BOROUGH,CLASS,COMMUNITYBOARD,COUNCILDISTRICT,DEPARTMENT,EAPPLY,GISOBJID,GISPROPNUM,GlobalID,JURISDICTION,LOCATION,MAPPED,NAME311,NYS_ASSEMBLY,NYS_SENATE,OBJECTID,OMPPROPID,PARENTID,PERMIT,PERMITDISTRICT,PERMITPARENT,PIP_RATABLE,PRECINCT,RETIRED,SIGNNAME,SUBCATEGORY,TYPECATEGORY,US_CONGRESS,WATERFRONT,ZIPCODE,Location
1961 Feb 09 12:00:00 AM,2.656,1420 EAST 67 STREET,B,PARK,318,46,B-18,Hickman Playground (IS 78),"100,004,387",B330,4E07361C-0C23-4AC9-8A6A-0DF1E249204D,DPR/DOE,Veterans Ave. between E. 66 St. and E 68 St.,False,Hickman Playground,59,21,"170,458",B330,B-18,True,B-18,B-18,True,63,False,Hickman Playground,JOP,Jointly Operated Playground,8,False,11234,POINT (-73.91322071211715 40.620365591146566)
1960 Feb 11 12:00:00 AM,1.035,231 SARATOGA AVENUE,B,PARK,316,41,B-16,Fish Playground (IS 271),"100,004,160",B325,B0D19C23-3B0F-4BE4-904F-3EF7FE1D2386,DPR/DOE,Fulton St. between Saratoga Ave. and Hopkinson Ave.,False,Fish Playground,55,25,"170,457",B325,B-16,True,B-16,B-16,True,73,False,Fish Playground,JOP,Jointly Operated Playground,8,False,11233,POINT (-73.91420312996564 40.67810391833404)
1961 Aug 24 12:00:00 AM,2.984,1163 EAST 58 STREET,B,PARK,318,46,B-18,Jacob Joffe Fields,"100,004,147",B324,4BC7AEC9-988C-4E85-A15D-8FA737B9D1E0,DPR,Ave. K between E. 58 St. and E. 59 St.,True,Jacob Joffe Fields,59,21,"170,456",B324,B-18,True,B-18,B-18,True,63,False,Jacob Joffe Fields,Neighborhood Plgd,Community Park,8,False,11234,POINT (-73.91936151610051 40.625339571319074)
1960 Jan 28 12:00:00 AM,1.195,308 MONROE STREET,B,PARK,303,36,B-03,Hattie Carthan Playground (PS 305),"100,004,999",B323,E83BDFE2-D52B-4DD4-8D0F-0E976DBC2064,DPR/DOE,Monroe St. to Madison St. between Marcy Ave. and Tompkins Ave.,False,Hattie Carthan Playground,56,25,"170,455",B323,B-03,True,B-03,B-03,True,79,False,Hattie Carthan Playground,JOP,Jointly Operated Playground,8,False,11216,POINT (-73.9461483464037 40.68569336748939)
1960 Feb 11 12:00:00 AM,1.416,280 HART STREET,B,PARK,303,36,B-03,Pulaski Playground,"100,004,443",B322,DA0E6490-F444-4EF4-B204-1EFC84E19C6A,DPR/DOE,Hart St. to Pulaski St. between Throop Ave. and Marcus Garvey Blvd.,False,Pulaski Playground,56,25,"170,454",B322,B-03,True,B-03,B-03,True,79,False,Pulaski Playground,JOP,Jointly Operated Playground,8,False,11206,POINT (-73.94171161890982 40.693683216161)
1956 Mar 08 12:00:00 AM,1.033,34 NORTH PORTLAND AVE,B,PARK,302,35,B-02,Oxport Playground (PS 265),"100,004,437",B295,514BA045-31F0-44E8-AB41-FCD3C71B7C02,DPR/DOE,Flushing Ave. between N. Portland Ave. and N. Oxford St.,False,Oxport Playground,52,25,"170,436",B295,B-02,True,B-02,B-02,True,88,False,Oxport Playground,JOP,Jointly Operated Playground,7,False,11205,POINT (-73.97629581736109 40.69735012700626)
1956 Jun 15 12:00:00 AM,1.336,400 DE KALB AVENUE,B,PARK,302,35,B-02,Classon Playground (PS 270),"100,004,440",B293,185D1BF5-C309-4539-88F4-AAEA4E4A24BF,DPR,Lafayette Ave. and Classon Ave.,False,Classon Playground,57,25,"170,435",B293,B-02,True,B-02,B-02,True,88,False,Classon Playground,JOP,Jointly Operated Playground,7,False,11205,POINT (-73.9605684923726 40.68938589266379)
1959 Mar 25 12:00:00 AM,0.918,233 WILLOUGHBY AVENUE,B,PARK,302,35,B-02,Pratt Playground,"100,004,192",B292,1883CC97-D62A-4BEE-8BF2-4986972EA8AA,DPR,Willoughby Ave. between Stuben St. and Emerson Pl.,True,Pratt Playground,57,25,"170,434",B292,B-02,True,B-02,B-02,True,88,False,Pratt Playground,Neighborhood Plgd,Neighborhood Park,7,False,11205,POINT (-73.96252583681084 40.69263651325325)
2012 Apr 06 12:00:00 AM,0.826,102 AVENUE F,B,PARK,314,40,B-14,DiGilio Playground,"100,004,309",B316,EAF28A74-FABE-4924-8B88-56A669FCB23C,DPR,Ave. F bet. McDonald Ave. and E. 2 St.,True,DiGilio Playground,48,22,"170,450",B316,B-14,True,B-14,B-14,True,70,False,DiGilio Playground,Neighborhood Plgd,Community Park,9,False,11218,POINT (-73.97711682343876 40.63264769657764)
2003 Nov 17 12:00:00 AM,0.174,379-383 EAST 159 STREET,X,PARK,203,17,X-03,Rainbow Garden,"100,005,003",X317,3D7E9826-2B21-4FDB-8326-8B8267C130CC,DPR,E 159 St bet. Melrose Av and Courtlandt Av,False,Rainbow Garden,79,32,"170,449",X317,X-03,True,X-03,X-03,False,42,False,Rainbow Garden,Greenthumb,Garden,15,False,10451,POINT (-73.91498692434078 40.82332031856896)
1964 Mar 19 12:00:00 AM,1.051,245 BEACH CHANNEL DRIVE,Q,PARK,414,31,Q-14,Beach Channel Playground,"100,000,183",Q403,652A727D-B8D5-4FA0-9B23-2C4EA01521BD,DPR/DOE,"B 80 St., B 79 St., Rockaway Beach Blvd., Beach Channel Dr.",False,Beach Channel Playground,31,10,"170,448",Q403,Q-14,True,Q-14,Q-14,True,100,False,Beach Channel Playground,JOP,Jointly Operated Playground,5,False,11693,POINT (-73.80583598238742 40.58891816163764)
2012 Jan 24 12:00:00 AM,0.959,633 SCHROEDERS AV,B,PARK,305,42,B-05,Park,"100,008,346",B541,8B9B48B8-4D04-4201-A7C8-5C095952BA0E,DPR,Berriman St. between Vandalia Ave. and Schroeders Ave.,True,Berriman Playground,60,19,"170,447",B541,B-05,False,B-05,B-05,True,75,False,Berriman Playground,Neighborhood Plgd,Playground,8,False,11239,POINT (-73.86951282075549 40.656887937965024)
1958 Nov 21 12:00:00 AM,0.89,538 MACON STREET,B,PARK,303,36,B-03,El Shabazz Playground (PS 262),"100,004,620",B313,B0CAA9BA-0EF5-4BFC-AC27-34CA5468ED83,DPR/DOE,Macdonough St. between Malcolm X Blvd. and Stuyvesant Ave.,False,El Shabazz Playground,56,25,"170,446",B313,B-03,True,B-03,B-03,True,81,False,El Shabazz Playground,JOP,Jointly Operated Playground,8,False,11233,POINT (-73.93041357567176 40.68286816372213)
1953 Feb 19 12:00:00 AM,0.444,3000 AVENUE X,B,PARK,315,46,B-15,Yak Playground,"100,004,167",B308,8756665D-3796-4883-99A1-C290F2728AB8,DPR/DOE,Ave. Y between Coyle St. and Batchelder St.,False,Yak Playground,41,23,"170,443",B308,B-15,True,B-15,B-15,True,61,False,Yak Playground,JOP,Jointly Operated Playground,8,False,11235,POINT (-73.93612345825699 40.59231806813226)
1959 Mar 12 12:00:00 AM,0.926,116 ELDERT STREET,B,PARK,304,37,B-04,Tiger Playground,"100,004,447",B307,A2A11A60-EF77-4239-AF1E-05BF4625BF33,DPR/DOE,Evergreen Ave. between Eldert St. and Covert St.,False,Tiger Playground,54,18,"170,442",B307,B-04,True,B-04,B-04,True,83,False,Tiger Playground,JOP,Jointly Operated Playground,7,False,11207,POINT (-73.91097906424525 40.6882516172286)
1958 Feb 28 12:00:00 AM,0.868,2525 HARING STREET,B,PARK,315,48,B-15,Playground 286,"100,004,581",B306,CF8A3F5C-EE6A-4CDE-B6AF-0D0DED44AA55,DPR/DOE,Ave. Y between Brown St. and Haring St.,False,Playground 286,41,23,"170,441",B306,B-15,True,B-15,B-15,True,61,False,Playground 286,JOP,Jointly Operated Playground,8,False,11235,POINT (-73.93840892974185 40.59095109777218)
1957 Oct 24 12:00:00 AM,0.79,1060 CLARKSON AVENUE,B,PARK,317,41,B-17,Kennedy King Playground (PS 219),"100,003,908",B304,D18C223D-DE64-44A8-B596-2EB414388B03,DPR/DOE,"E. 93 St. to E. 94 St., between Lenox Rd. and Clarkson Ave.",False,Kennedy King Playground,58,19,"170,440",B304,B-17,True,B-17,B-17,True,67,False,Kennedy King Playground,JOP,Jointly Operated Playground,9,False,11212,POINT (-73.9220325881397 40.65859569333015)
1958 Jan 23 12:00:00 AM,2.295,4902 AVENUE N,B,PARK,318,46,B-18,Power Playground,"100,004,065",B291,7FE6C7BA-00E0-4890-AA6A-50AFF0A5EB0C,DPR,Ave. N between E. 49 St. and Utica Ave.,False,Power Playground,59,21,"170,433",B291,B-18,True,B-18,B-18,True,63,False,Power Playground,Neighborhood Plgd,Neighborhood Park,8,False,11234,POINT (-73.92732206597398 40.61813084610789)
1956 Dec 05 12:00:00 AM,2.427,5601 AVENUE D,B,PARK,317,45,B-17,Harry Maze Playground,"100,004,712",B285,7F9E2E98-6942-49CF-ABEE-611B37DE854E,DPR,"Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St.",True,Harry Maze Playground,58,21,"170,431",B285,B-17,True,B-17,B-17,True,67,False,Harry Maze Playground,Neighborhood Plgd,Neighborhood Park,9,False,11203,POINT (-73.92317735309126 40.643448899025785)
1956 Feb 14 12:00:00 AM,1.23,8010 12 AVENUE,B,PARK,310,38,B-10,Patrick O'Rourke Park (PS 201),"100,004,738",B282,EF080022-14EB-435C-A07B-119DEC857E20,DPR/DOE,"80 St. To 81 St., 11 Ave. To 12 Ave.",False,Patrick O'Rourke Playground,46,26,"170,429",B282,B-10,True,B-10,B-10,True,68,False,Patrick O'Rourke Playground,JOP,Jointly Operated Playground,11,False,11228,POINT (-74.01386947439934 40.61893739730242)
1956 Mar 08 12:00:00 AM,1.259,431 WAVERLY AVENUE,B,PARK,302,35,B-02,Greene Playground  (PS 11),"100,004,091",B301,F25BFE21-44C3-4E0E-A776-8568C70DE6D4,DPR/DOE,Greene Ave. bet. Waverly Ave. and Washington Ave.,False,Greene Playground,57,25,"170,439",B301,B-02,True,B-02,B-02,True,88,False,Greene Playground,JOP,Jointly Operated Playground,7,False,11238,POINT (-73.96597321076018 40.68630875807705)
1957 Feb 28 12:00:00 AM,0.703,121 ADELPHI STREET,B,PARK,302,35,B-02,Oracle Playground (PS 46),"100,004,433",B300,5C29463D-DA42-48E9-B121-1D46EB2C2412,DPR/DOE,"Adelphi St., Myrtle Ave., Clermont Ave.",False,Oracle Playground,57,25,"170,438",B300,B-02,True,B-02,B-02,True,88,False,Oracle Playground,JOP,Jointly Operated Playground,7,False,11205,POINT (-73.97150970422777 40.69387261813648)
1962 Aug 23 12:00:00 AM,1.76,2941 WEST 12 STREET,B,PARK,313,48,B-13,Luna Park,"100,004,579",B296,BC8513E5-5AC9-486F-AFEB-78CC61E2E0F7,DPR,Surf Ave. between W. 12 St. and W. 8 St.,True,Luna Playground,46,23,"170,437",B296,B-13,True,B-13,B-13,True,60,False,Luna Playground,Neighborhood Plgd,Playground,8,False,11224,POINT (-73.97852410129269 40.576139419177935)
1955 Feb 24 12:00:00 AM,0.934,1939 BATH AVENUE,B,PARK,311,38,B-11,Benson Playground (PS 200),"100,004,307",B277,42F15F30-7C53-4DC8-8904-6EA3E4DE81E1,DPR/DOE,Bath Ave. between Bay 22 St. and Bay 23 St.,False,Benson Playground,47,17,"170,425",B277,B-11,True,B-11,B-11,True,62,False,Benson Playground,JOP,Jointly Operated Playground,11,False,11214,POINT (-74.00219674057576 40.60244904931302)
1942 May 07 12:00:00 AM,3.403,2801 BRIGHTON 3 STREET,B,PARK,313,48,B-13,Grady Playground (Grady HS - DOE Books Fields),"100,004,472",B275,A300A439-8FC4-4228-BBD3-6272BFDD6DE4,DPR/DOE,"Shore Pkwy., Brighton 3 St., Brighton 4 St.",False,Grady Playground,46,23,"170,424",B275,B-13,True,B-13,B-13,True,60,False,Grady Playground,JOP,Jointly Operated Playground,8,False,11235,POINT (-73.96474373767307 40.58317779667735)
1953 Dec 03 12:00:00 AM,1.252,164 WINTHROP STREET,B,PARK,309,40,B-09,Winthrop Playground,"100,004,463",B267,ABD3CB91-0D08-453F-A490-D87DF5D227FC,DPR/DOE,Winthrop St. between Rogers Ave. and Bedford Ave.,False,Winthrop Playground,43,20,"170,421",B267,B-09,True,B-09,B-09,True,71,False,Winthrop Playground,JOP,Jointly Operated Playground,9,False,11225,POINT (-73.95452206443426 40.65644134305593)
1954 May 27 12:00:00 AM,1.23,525 BEDFORD AVENUE,B,PARK,301,34,B-01,Roebling Playground (PS 16),"100,004,857",B264,2AE0AC4F-01F4-443F-BBCD-FDE30F297501,DPR/DOE,Lee Ave. between Wilson St. and Taylor St.,False,Roebling Playground,50,18,"170,418",B264,B-01,True,B-01,B-01,True,90,False,Roebling Playground,JOP,Jointly Operated Playground,7,False,11211,POINT (-73.96197550987898 40.70626520421094)
1953 Oct 08 12:00:00 AM,1.97,211 THROOP AVENUE,B,PARK,303,36,B-03,Sumner Playground (PS 59),"100,004,856",B263,66752AC2-C47E-4D76-9883-ECDE7EA165AB,DPR/DOE,Throop Ave. between Myrtle Ave. and Park Ave.,Part,Sumner Playground,56,25,"170,417",B263,B-03,True,B-03,B-03,True,79,False,Sumner Playground,JOP,Jointly Operated Playground,8,False,11206,POINT (-73.94268990300098 40.69738331802155)
1952 Nov 20 12:00:00 AM,1.315,446 TOMPKINS AVENUE,B,PARK,303,36,B-03,Potomac Playground (IS 258),"100,003,704",B262,6C31EA9A-97D4-4491-AC5B-DA742BAB0999,DPR/DOE,Tompkins Ave. between Halsey St. and Macon St.,False,Potomac Playground,56,25,"170,416",B262,B-03,True,B-03,B-03,True,79,False,Potomac Playground,JOP,Jointly Operated Playground,8,False,11216,POINT (-73.94430366782214 40.68206752759514)
1953 Feb 02 12:00:00 AM,1,1550 EAST NEW YORK AVENUE,B,PARK,316,41,B-16,Howard Playground,"100,004,711",B260,9039BDE0-B243-40D4-9EAA-2B5F1E8E1016,DPR,Mother Gaston Blvd. and Glenmore Ave.,True,Howard Playground,55,25,"170,415",B260,B-16,True,B-16,B-16,True,73,False,Howard Playground,Neighborhood Plgd,Community Park,8,False,11212,POINT (-73.90820642838162 40.671758838099095)
1952 Feb 28 12:00:00 AM,5.888,600 KINGSTON AVENUE,B,PARK,309,40,B-09,Wingate Park,"100,004,464",B254,7756C886-FC69-435B-88D1-807AFCA73D32,DPR/DOE,"Winthrop St., Brooklyn Ave., Rutland Rd.",True,Wingate Park,43,20,"170,413",B254,B-09,True,B-09,B-09,True,71,False,Wingate Park,JOP,Jointly Operated Playground,9,False,11203,POINT (-73.94404817138243 40.658711982290384)
1951 Jul 19 12:00:00 AM,2.387,2536 WEST STREET,B,PARK,313,47,B-13,West Playground,"100,004,471",B252,FED6E05E-D0C3-4094-806E-08876EF7B656,DPR,Ave. Z between W. 1 St. and West St.,True,West Playground,45,23,"170,412",B252,B-13,True,B-13,B-13,True,60,False,West Playground,Neighborhood Plgd,Neighborhood Park,8,False,11223,POINT (-73.970023350504 40.58698163763746)
1888 Dec 12 12:00:00 AM,35.311,376 ST ANN'S AV,X,PARK,201,8,X-01,St. Mary's Park,"100,005,206",X045,A82820DD-7DF3-4932-BD33-041D7E7445E9,DPR,St Mary's St bet. St Ann's Av and Jackson Av,Part,St. Mary's Park,84,29,"170,428",X045,X-01,True,X-01,X-01,False,40,False,St. Mary's Park,Large Park,Community Park,15,False,"10454, 10455",POINT (-73.91248461365092 40.81135043336022)
1952 Oct 23 12:00:00 AM,1.687,955 KENT AVENUE,B,PARK,303,33,B-03,Star Spangled Playground (IS 117),"100,005,078",B266,1FDDE4A6-6C92-46BD-9B3A-228B792ABBA7,DPR/DOE,Franklin Ave. between Willoughby Ave. and Dekalb Ave.,False,Star Spangled Playground,57,25,"170,420",B266,B-03,True,B-03,B-03,True,79,False,Star Spangled Playground,JOP,Jointly Operated Playground,8,False,11205,POINT (-73.95789901714417 40.691722564945465)
1954 Mar 25 12:00:00 AM,0.46,5523 6 AVENUE,B,PARK,307,43,B-07,Rainbow Playground,"100,004,508",B265,120D6032-C22D-4BB0-8B2A-A35187AD09B5,DPR,6 Ave. bet. 55 St. and 56 St.,True,Rainbow Playground,49,17,"170,419",B265,B-07,True,B-07,B-07,True,72,False,Rainbow Playground,Neighborhood Plgd,Playground,10,False,11220,POINT (-74.01104403714214 40.64056457705021)
1995 Sep 14 12:00:00 AM,0.972,452 EAST 136 STREET,X,PARK,201,8,X-01,Ranaqua Playground,"100,004,097",X272,18385B80-4ECF-4647-94D5-B174681BB057,DPR,E. 136 St. bet. Brown Pl. and Willis Ave.,False,Ranaqua Playground,84,29,"170,427",X272,X-01,True,X-01,X-01,True,40,False,Ranaqua Playground,Neighborhood Plgd,Neighborhood Park,15,False,10454,POINT (-73.92216048880744 40.80672050674718)
1956 Apr 04 12:00:00 AM,1.721,1128 AVENUE K,B,PARK,318,46,B-18,Wilson Playground,"100,003,835",B279,B0BD2F5E-2C46-43FF-ACC2-32E06B152FC3,DPR/DOE,Ave. K between E. 100 St. and E. 101 St.,False,Wilson Playground,58,19,"170,426",B279,B-18,True,B-18,B-18,True,69,False,Wilson Playground,JOP,Jointly Operated Playground,8,False,11236,POINT (-73.89505671530901 40.64299512534611)
1944 Apr 04 12:00:00 AM,2.289,750 MONROE STREET,B,PARK,303,41,B-03,P.O. Reinaldo Salgado Playground (PS 309),"100,004,983",B224,9BE31503-CF68-4997-B0DC-E74520A16EFE,DPR,Monroe St. to Madison St. between Patchen Ave. and Ralph Ave.,Part,P.O. Reinaldo Salgado Playground,56,25,"170,402",B224,B-03,True,B-03,B-03,True,81,False,P.O. Reinaldo Salgado Playground,Neighborhood Plgd,Neighborhood Park,8,False,11221,POINT (-73.92571362343323 40.68795389437616)
1952 Feb 06 12:00:00 AM,0.189,349 RODNEY STREET,B,PARK,301,34,B-01,Rodney Playground Center,"100,003,716",B223PD,B4067A04-B3A8-4EE8-858D-313E15C7450B,DPR,"Rodney St., S. 3 St., Borniquen Pl.",True,Rodney Playground Center,53,18,"170,401",B223PD,B-01,True,B-01,B-01,True,90,False,Rodney Playground Center,Sitting Area/Triangle/Mall,Neighborhood Park,7,False,11211,POINT (-73.95557123109026 40.71027002032953)
1946 Mar 28 12:00:00 AM,2.4,36-11 28 STREET,Q,PARK,401,26,Q-01,Dutch Kills Playground,"100,000,349",Q218,2574A825-1F82-4DC7-87E1-1F4B62D0D1F6,DPR/DOE,"28 St., Crescent St. bet. 37 Ave. and 36 Ave.",False,Dutch Kills Playground,36,59,"170,400",Q218,Q-01,True,Q-01,Q-01,True,114,False,Dutch Kills Playground,JOP,Jointly Operated Playground,7,False,11106,POINT (-73.93325621978903 40.75703783018907)
2002 Nov 20 12:00:00 AM,0.13,1956 BATHGATE AVENUE,X,PARK,206,15,X-06,El Batey de Doña Provi Garden,"100,004,683",X323,0F18682A-977C-4AAA-BDCB-51FDF0A100D3,DPR,E 178 St. bet. Bathgate and 3 Ave.,False,El Batey de Doña Provi Garden,86,32,"170,865",X323,X-06,True,X-06,X-06,False,48,False,El Batey de Doña Provi Garden,Greenthumb,Garden,15,False,10457,POINT (-73.89633936604632 40.84782686180626)
1949 Jun 08 12:00:00 AM,3.485,2099 MC DONALD AVENUE,B,PARK,315,44,B-15,McDonald Playground,"100,004,153",B244,404D2EDE-8365-4D12-8246-59AF79FDDAF4,DPR,Mcdonald Ave. between Ave. S and Ave. T,True,McDonald Playground,45,22,"170,410",B244,B-15,True,B-15,B-15,True,61,False,McDonald Playground,Neighborhood Plgd,Neighborhood Park,9,False,11223,POINT (-73.97210775547853 40.600604393691526)
1948 Feb 25 12:00:00 AM,1.894,3595 NOSTRAND AVENUE,B,PARK,315,46,B-15,Herman Dolgon Playground,"100,004,299",B235,CA585758-2942-49EA-8309-4DFAADEF1208,DPR,Ave. V between Nostrand Ave. and Batchelder St.,True,Herman Dolgon Playground,41,23,"170,408",B235,B-15,True,B-15,B-15,True,61,False,Herman Dolgon Playground,Neighborhood Plgd,Neighborhood Park,8,False,11229,POINT (-73.94001069450145 40.59813473926828)
1948 Sep 08 12:00:00 AM,1.19,4802 TILDEN AVENUE,B,PARK,317,45,B-17,Tilden Playground,"100,004,161",B234,4CC7B71B-972B-4FFF-A4F3-62D249743828,DPR,Tilden Ave. between E. 48 St. and E. 49 St.,True,Tilden Playground,58,21,"170,407",B234,B-17,True,B-17,B-17,True,67,False,Tilden Playground,Neighborhood Plgd,Neighborhood Park,9,False,11203,POINT (-73.93142538377091 40.64762204483321)
1938 Jan 01 12:00:00 AM,0.156,,M,PARK,103,2,M-03,Abe Lebewohl Park,"100,004,129",M188,4E2545B2-870F-4C74-B46D-3FC95F18C02D,DPR,E. 10 St. and 2 Ave.,False,Abe Lebewohl Park,66,27,"169,163",M188,M-03,False,M-03,M-03,True,9,False,Abe Lebewohl Park,Sitting Area/Triangle/Mall,Triangle/Plaza,10,False,10003,POINT (-73.98699341052269 40.729996792743954)
1946 Jul 09 12:00:00 AM,1.041,160 WYCKOFF STREET,B,PARK,306,39,B-06,Nicholas Naquan Heyward Jr. Park,"100,004,068",B230,957B73BF-CA6D-4EBA-BD14-EAF0F813C367,DPR,Wyckoff St. between Hoyt St. and Bond St.,True,Nicholas Naquan Heyward Jr. Park,52,26,"170,406",B230,B-06,True,B-06,B-06,True,76,False,Nicholas Naquan Heyward Jr. Park,Neighborhood Plgd,Neighborhood Park,10,False,11217,POINT (-73.98786677702148 40.68458405177483)
1897 Jun 22 12:00:00 AM,3.361,57 ESSEX STREET,M,PARK,103,1,M-03,Seward Park,"100,005,176",M082,69400820-3501-49C3-97D1-2ECDFA97357E,DPR,"Canal St, Essex St, Jefferson St and E Broadway",False,Seward Park,65,27,"170,405",M082,M-03,True,M-03,M-03,True,7,False,Seward Park,Neighborhood Plgd,Neighborhood Park,10,False,10002,POINT (-73.9891202788427 40.71490411440968)
1945 Jan 16 12:00:00 AM,3.38,1405 ATLANTIC AVENUE,B,PARK,303,36,B-03,St. Andrew's Playground,"100,004,719",B225,003B46D0-5738-446F-B1ED-56AC9A33BCA7,DPR,"Atlantic Ave., Herkimer St., Kingston Ave., St Andrew's Pl.",True,St. Andrew's Playground,56,20,"170,403",B225,B-03,True,B-03,B-03,True,79,False,St. Andrew's Playground,Neighborhood Plgd,Neighborhood Park,8,False,11216,POINT (-73.94223474913944 40.67868606293477)
1940 Jun 06 12:00:00 AM,0.197,4814 KINGS HIGHWAY,B,PARK,318,45,B-18,Sunners Playground,"100,003,837",B206,635B4A4F-4AE9-49BF-A764-9265784904E2,DPR,Avenue H bet. Kings Hwy. and E. 49 St.,True,Sunners Playground,41,21,"170,383",B206,B-18,True,B-18,B-18,True,63,False,Sunners Playground,Neighborhood Plgd,Playground,9,False,11234,POINT (-73.92959764281925 40.63252578949994)
1940 Apr 04 12:00:00 AM,1.056,1301 AVENUE V,B,PARK,315,48,B-15,Mellett Playground,"100,004,000",B197,71A7AAC7-D798-4696-B95C-9747BD010D7C,DPR,Avenue V bet. E. 13 St. and E. 14 St.,False,Mellett Playground,45,22,"170,382",B197,B-15,True,B-15,B-15,True,61,False,Mellett Playground,Neighborhood Plgd,Neighborhood Park,8,False,11229,POINT (-73.9574615773659 40.59694028524056)
1940 Jul 25 12:00:00 AM,2.112,608 LEFFERTS AVENUE,B,PARK,309,40,B-09,Hamilton Metz Field,"100,003,920",B193,21888B11-0128-476A-8B01-7B6B302D984C,DPR,"Albany Ave., E. New York Ave., Lefferts Ave.",True,Hamilton Metz Field,43,20,"170,381",B193,B-09,True,B-09,B-09,True,71,False,Hamilton Metz Field,Neighborhood Plgd,Neighborhood Park,9,False,11203,POINT (-73.94097478578007 40.66266400497902)
1938 Jul 13 12:00:00 AM,1.37,8301 SHORE ROAD,B,PARK,310,47,B-10,Russell Pederson Playground,"100,003,922",B192,5FBF803D-E6C1-4E17-856A-5369EA350379,DPR/DOE,Colonial Rd. from 83 St. to 85 St.,False,Russell Pedersen Playground,64,26,"170,380",B192,B-10,True,B-10,B-10,True,68,False,Russell Pedersen Playground,JOP,Jointly Operated Playground,11,False,11209,POINT (-74.0361807137813 40.62638169749016)
1938 Feb 01 12:00:00 AM,0.532,215 BROADWAY,B,PARK,301,34,B-01,Continental Army Plaza,"100,004,087",B168,0C1AB2E6-6AE5-4046-820C-1C88F28CAF7A,DPR,S. 4 St. bet. S. 5 Pl. and Roebling St.,False,Continental Army Plaza,53,18,"170,379",B168,B-01,True,B-01,B-01,True,90,False,Continental Army Plaza,Sitting Area/Triangle/Mall,Triangle/Plaza,7,False,11211,POINT (-73.96044848690308 40.71058999137708)
1938 Feb 01 12:00:00 AM,0.406,215 BROADWAY,B,PARK,301,34,B-01,La Guardia Playground,"100,003,941",B167,9742B416-EAE7-4033-BCAE-B819A475C9BA,DPR,S. 4 St. bet. Roebling St. and Williamsburg Bridge Ramp,False,La Guardia Playground,53,18,"170,378",B167,B-01,False,B-01,B-01,True,90,False,La Guardia Playground,Neighborhood Plgd,Playground,7,False,11211,POINT (-73.95978767650405 40.7105484366744)
2001 Sep 26 12:00:00 AM,0.912,555 PAGE AVENUE,R,PARK,503,51,R-03,Aesop Park,"100,004,663",R027A,5B626BB9-2CDE-461B-BA32-38ED1B0CFC83,DOE,Corner Of Bartow Ave. and Page Ave.,False,Aesop Park,62,24,"170,377",R027A,R-03,True,R-03,R-03,True,123,False,Aesop Park,JOP,Jointly Operated Playground,11,False,10309,POINT (-74.22989730268972 40.509555079731946)
1942 Sep 16 12:00:00 AM,0.876,76-01 137 STREET,Q,PARK,408,24,Q-08,Queens Valley Playground (PS 164),"100,000,089",Q212,F3CCC800-7CE3-4D80-AA53-4D44246693D7,DPR/DOE,137 St. bet. 76 Ave. and 76 Rd.,False,Queens Valley Playground,27,14,"170,399",Q212,Q-08,True,Q-08,Q-08,True,107,False,Queens Valley Playground,JOP,Jointly Operated Playground,6,False,11367,POINT (-73.82367888551005 40.721863245360666)
